"DATE","county","max_prcp","min_prcp","mean_prcp"
"2022-11-15","Hendry County",0,0,0
"2022-11-15","Hernando County",0,0,0
"2022-11-15","Highlands County",0.02,0,0.00181818181818182
"2022-11-15","Hillsborough County",0.27,0,0.011219512195122
"2022-11-15","Holmes County",0.13,0.01,0.07
"2022-11-15","Indian River County",0.12,0,0.017
"2022-11-15","Jackson County",0.14,0,0.1
"2022-11-15","Jefferson County",0.02,0,0.00666666666666667
"2022-11-15","Lafayette County",0,0,0
"2022-11-15","Lake County",0.03,0,0.0015
"2022-11-15","Lee County",0,0,0
"2022-11-15","Leon County",0.05,0,0.0163636363636364
"2022-11-15","Levy County",0,0,0
"2022-11-15","Liberty County",0.08,0.08,0.08
"2022-11-15","Madison County",0,0,0
"2022-11-15","Manatee County",0,0,0
"2022-11-15","Marion County",0,0,0
"2022-11-15","Martin County",0.14,0,0.0107142857142857
"2022-11-15","Miami-Dade County",0.1,0,0.00416666666666667
"2022-11-15","Monroe County",0.01,0,0.000434782608695652
"2022-11-15","Nassau County",0,0,0
"2022-11-15","Okaloosa County",0.38,0.14,0.254705882352941
"2022-11-15","Okeechobee County",0,0,0
"2022-11-15","Orange County",0.07,0,0.00473684210526316
"2022-11-15","Osceola County",0,0,0
"2022-11-15","Palm Beach County",0.02,0,0.0012
"2022-11-15","Pasco County",0,0,0
