"fips_code","county","date","total_outage","prev_outage"
12053,"Hernando",2020-11-13,41.5,10884
12053,"Hernando",2020-11-14,1.25,41.5
12053,"Hernando",2020-11-15,4.75,1.25
12053,"Hernando",2020-11-16,4.75,4.75
12053,"Hernando",2020-11-17,4.5,4.75
12053,"Hernando",2020-11-18,104.25,4.5
12053,"Hernando",2020-11-19,129,104.25
12053,"Hernando",2020-11-20,130.75,129
12053,"Hernando",2020-11-21,257.5,130.75
12053,"Hernando",2020-11-22,74.5,257.5
12053,"Hernando",2020-11-23,43.5,74.5
12055,"Highlands",2020-11-05,943.75,NA
12055,"Highlands",2020-11-06,99.75,943.75
12055,"Highlands",2020-11-07,11,99.75
12055,"Highlands",2020-11-08,206,11
12055,"Highlands",2020-11-09,142,206
12055,"Highlands",2020-11-10,128.75,142
12055,"Highlands",2020-11-11,396.25,128.75
12055,"Highlands",2020-11-12,405.5,396.25
12055,"Highlands",2020-11-13,35.5,405.5
12055,"Highlands",2020-11-14,9,35.5
12055,"Highlands",2020-11-15,15,9
12055,"Highlands",2020-11-16,97,15
12055,"Highlands",2020-11-17,24.5,97
12055,"Highlands",2020-11-18,938.75,24.5
12055,"Highlands",2020-11-19,2723.5,938.75
12055,"Highlands",2020-11-20,131.5,2723.5
12055,"Highlands",2020-11-21,19.25,131.5
12055,"Highlands",2020-11-22,834,19.25
12055,"Highlands",2020-11-23,22.25,834
12057,"Hillsborough",2020-11-05,256.5,NA
12057,"Hillsborough",2020-11-06,2062,256.5
12057,"Hillsborough",2020-11-07,1729.5,2062
12057,"Hillsborough",2020-11-08,1610.25,1729.5
12057,"Hillsborough",2020-11-09,13699.5,1610.25
12057,"Hillsborough",2020-11-10,2176.5,13699.5
12057,"Hillsborough",2020-11-11,13511.5,2176.5
12057,"Hillsborough",2020-11-12,54235.25,13511.5
12057,"Hillsborough",2020-11-13,2219,54235.25
12057,"Hillsborough",2020-11-14,2180.5,2219
12057,"Hillsborough",2020-11-15,1264,2180.5
12057,"Hillsborough",2020-11-16,1415.5,1264
12057,"Hillsborough",2020-11-17,2444.5,1415.5
12057,"Hillsborough",2020-11-18,873,2444.5
12057,"Hillsborough",2020-11-19,2608.25,873
12057,"Hillsborough",2020-11-20,534.25,2608.25
12057,"Hillsborough",2020-11-21,1576.75,534.25
12057,"Hillsborough",2020-11-22,445.25,1576.75
12057,"Hillsborough",2020-11-23,537.75,445.25
12059,"Holmes",2020-11-05,3.25,NA
12059,"Holmes",2020-11-06,5.75,3.25
12059,"Holmes",2020-11-07,48,5.75
12059,"Holmes",2020-11-08,98.25,48
12059,"Holmes",2020-11-09,11.25,98.25
12059,"Holmes",2020-11-10,28,11.25
12059,"Holmes",2020-11-11,2,28
12059,"Holmes",2020-11-12,14.25,2
12059,"Holmes",2020-11-13,0,14.25
12059,"Holmes",2020-11-14,20.25,0
12059,"Holmes",2020-11-15,1,20.25
12059,"Holmes",2020-11-16,25.75,1
12059,"Holmes",2020-11-17,0.25,25.75
12059,"Holmes",2020-11-18,11,0.25
12059,"Holmes",2020-11-19,50.25,11
12059,"Holmes",2020-11-20,7.5,50.25
12059,"Holmes",2020-11-21,1.25,7.5
12059,"Holmes",2020-11-22,0,1.25
12059,"Holmes",2020-11-23,0,0
12061,"Indian River",2020-11-05,157.25,NA
12061,"Indian River",2020-11-06,280.25,157.25
12061,"Indian River",2020-11-07,335.75,280.25
